N,P,K,pH,Rain,Temp,Humid,Crop,Fertilizer,Fertilizer_class
80,40,30,7.5,600.0,25.0,60.165603840228954,Urad,Urea,2
0,65,24,7.841496029,53.14531023,28.49584395,62.44616219,Lentil,Chilated Micronutrient,11
95,55,40,6.5,1100.0,30.0,49.92484089514727,Rice,Urea,2
31,60,24,7.722335992,51.92057267,25.40474421,65.8567539,Lentil,Chilated Micronutrient,11
5,23,15,7.408939392,112.5424199,25.66901098,92.04670813,Orange,10:26:26 NPK,4
24,19,0,6.715267006425881,819.1890095280302,25.0,50.0,Pulses,28-28,23
75,60,50,7.5,800.0,15.0,56.73090622503658,Wheat,Urea,2
28,123,198,5.682751473,111.7763395,23.46260321,91.45665004,Apple,Ferrous Sulphate,8
99,36,20,6.671085817,78.34604471,20.57981887,65.34583901,Maize,Urea,2
125,90,140,7.0,1000.0,25.0,51.85894392917601,Sugarcane,MOP,3
30,30,25,7.0,600.0,35.0,43.63215250192545,Tur,MOP,3
135,65,90,6.5,700.0,20.0,77.93005744164773,Sugarcane,Urea,2
105,60,60,6.0,1000.0,35.0,22.506398356120513,Cotton,13:32:26 NPK,18
62,59,41,7.175170657,192.4931257,24.2248758,74.89465426,Jute,19:19:19 NPK,6
27,21,30,5.061081874,91.22881052,35.3915464,52.48823147,Mango,Urea,2
45,25,25,7.0,500.0,30.0,74.45996060504497,Moong,MOP,3
30,50,20,6.5,900.0,20.0,79.67890828991528,Gram,MOP,3
50,30,40,6.5,600.0,30.0,51.973883758170956,Groundnut,SSP,1
120,75,130,7.5,1500.0,35.0,36.50773001730411,Sugarcane,Urea,2
130,50,65,6.5,800.0,25.0,62.24153804797404,Cotton,Magnesium Sulphate,5
85,50,55,7.5,1100.0,30.0,80.21321422102683,Rice,50:26:26 NPK,16
130,65,135,6.0,1000.0,35.0,45.41009160840256,Sugarcane,MOP,3
115,60,45,7.0,700.0,25.0,45.97111257138512,Wheat,Urea,2
20,45,40,7.5,700.0,25.0,54.9420960439352,Groundnut,SSP,1
110,60,60,6.5,900.0,35.0,42.08397534773033,Rice,Urea,2
109,91,53,6.010095853,110.2511102,29.66727337,83.51014178,Banana,19:19:19 NPK,6
65,45,50,7.0,500.0,15.0,68.24118363741185,Wheat,Urea,2
60,35,30,6.5,300.0,25.0,61.80462379625084,Soybean,20:20:20 NPK,15
65,40,40,6.0,800.0,25.0,69.00591621004007,Jowar,10:26:26 NPK,4
30,137,200,5.603413172,118.6044645,22.91430043,90.70475565,Apple,Ferrous Sulphate,8
125,65,135,6.0,1000.0,35.0,32.303606427778924,Sugarcane,MOP,3
2,131,199,6.017370134,124.2179699,22.47420512,91.22759742,Apple,Urea,2
145,75,135,6.0,1000.0,35.0,32.736296802860664,Sugarcane,Urea,2
32,18,13,6.044167236,107.9873218,13.8377282,91.74780462,Orange,Urea,2
70,50,55,7.5,900.0,30.0,81.48916053238335,Jowar,Urea,2
40,72,77,7.485996067,88.55123143,17.02498456,16.98861173,ChickPea,DAP,0
70,55,45,7.0,800.0,25.0,51.44406661158834,Jowar,10:26:26 NPK,4
28,46,16,6.664187809,45.91011391,29.008124,84.96089355,MungBean,Chilated Micronutrient,11
70,40,50,7.0,600.0,20.0,47.09476991200896,Wheat,19:19:19 NPK,6
100,55,60,6.0,800.0,25.0,71.1946157949451,Wheat,Urea,2
57,56,78,8.861479668,67.9545435,17.34150229,18.75626255,ChickPea,DAP,0
135,43,16,6.720449769,86.76287924,23.47986888,81.73049149,Cotton,Urea,2
110,75,45,7.0,500.0,15.0,68.50832791070452,Wheat,Urea,2
60,55,60,7.0,500.0,15.0,80.04568910426997,Wheat,19:19:19 NPK,6
119,90,48,5.986442306,118.2583441,28.66725136,79.59242542,Banana,MOP,3
130,65,145,7.5,1200.0,30.0,53.536389174455806,Sugarcane,DAP,0
11,37,0,6.715267006425881,819.1890095280302,35.0,68.0,Tobacco,DAP,0
85,50,45,7.0,1400.0,30.0,45.41500351375542,Rice,Urea,2
40,40,20,7.0,400.0,30.0,62.49166992631105,Soybean,20:20:20 NPK,15
110,80,55,6.0,500.0,15.0,65.21449564380401,Wheat,19:19:19 NPK,6
95,55,55,7.5,1300.0,25.0,54.40687757211036,Rice,Urea,2
42,79,85,6.129533877,76.57580954,17.22385224,15.82069268,ChickPea,Magnesium Sulphate,5
150,75,135,6.5,1300.0,35.0,21.308014115057006,Sugarcane,MOP,3
140,60,60,5.5,500.0,30.0,75.59042551506667,Maize,SSP,1
37,62,17,7.121254928,74.62068748,25.68576704,69.84354028,Blackgram,Urea,2
140,65,90,6.5,700.0,20.0,71.01492165826957,Sugarcane,Urea,2
40,40,20,7.0,900.0,35.0,46.98592595161779,Urad,SSP,1
40,25,10,6.0,600.0,20.0,64.66276045862105,Gram,18:46:00 NPK,13
60,35,30,7.0,500.0,25.0,73.74598329617024,Urad,SSP,1
22,123,205,5.896343436,68.73932528,32.44577836,83.88504863,Grapes,Magnesium Sulphate,5
100,80,40,6.5,800.0,15.0,53.84574189163895,Wheat,Urea,2
40,50,30,7.0,800.0,35.0,40.15651024458593,Tur,Urea,2
130,75,145,7.0,1000.0,25.0,80.08937030855441,Sugarcane,MOP,3
20,25,45,6.0,1600.0,25.0,62.09789763431226,Turmeric,Urea,2
8,33,8,6.715267006425881,819.1890095280302,29.0,58.0,Sugarcane,14-35-14,17
25,27,41,6.923509371,108.0423555,19.20090378,94.27659596,Pomegranate,Urea,2
50,45,80,6.0,900.0,20.0,64.53900260423187,Ginger,Urea,2
125,70,70,7.5,1200.0,30.0,44.314780475324625,Sugarcane,Urea,2
105,65,50,7.0,1000.0,35.0,21.60542805218698,Cotton,DAP,0
105,60,50,6.0,1000.0,35.0,52.01487122594862,Cotton,DAP,0
130,40,50,6.0,800.0,25.0,49.8251571875484,Cotton,DAP,0
135,65,45,6.5,600.0,25.0,62.65200672501101,Maize,Urea,2
28,45,23,6.489259136,56.76278363,29.65021184,80.29868321,MungBean,Chilated Micronutrient,11
34,60,25,6.79385576,40.77872823,29.78416743,85.16906976,MungBean,SSP,1
45,25,10,6.0,600.0,20.0,80.61188414011247,Gram,18:46:00 NPK,13
22,43,24,4.52363558,46.19374559,25.42517036,53.2208266,MothBeans,SSP,1
50,20,30,6.5,400.0,25.0,44.27815926646734,Moong,SSP,1
25,129,195,5.777271492,72.37127689,17.98667801,81.17712085,Grapes,Urea,2
105,55,40,6.5,900.0,15.0,49.98091481384106,Wheat,19:19:19 NPK,6
75,50,55,7.5,600.0,30.0,65.66938359888147,Wheat,Urea,2
120,50,55,5.5,700.0,40.0,37.77453919867841,Rice,50:26:26 NPK,16
25,25,40,6.5,700.0,25.0,66.93753329609888,Rice,50:26:26 NPK,16
35,50,30,7.0,800.0,35.0,52.69790241029802,Tur,Urea,2
87,44,43,6.718725189,177.5147313,23.87484465,86.79261344,Jute,Urea,2
26,27,10,6.079998496,114.1339416,28.06903173,92.91487288,Orange,MOP,3
4,18,37,7.13147457,106.2817706,22.91843172,85.40695044,Pomegranate,10-26-26,21
111,5,52,6.135996372,21.0000988,29.8843055,94.0371147,Muskmelon,12:32:16 NPK,7
80,40,50,7.0,1400.0,30.0,49.0493977071587,Rice,Urea,2
95,50,40,6.5,1500.0,35.0,51.67975329024427,Rice,50:26:26 NPK,16
105,60,45,7.5,900.0,15.0,43.23330135789448,Wheat,19:19:19 NPK,6
145,80,150,6.0,900.0,30.0,69.66890913068649,Sugarcane,MOP,3
105,50,50,7.0,1200.0,35.0,41.20124750795821,Rice,Urea,2
113,37,20,7.393441155,97.10087029,25.03300222,79.04368718,Cotton,Urea,2
105,30,55,7.0,900.0,35.0,34.132425920669434,Cotton,Magnesium Sulphate,5
110,60,75,7.5,1000.0,35.0,61.065032631891704,Cotton,Magnesium Sulphate,5
85,35,32,6.854011265,133.1120232,26.24928198,54.28617819,Coffee,SSP,1
75,55,60,6.0,700.0,25.0,46.74210751786588,Wheat,Urea,2
1,6,35,6.231662767,147.1682459,27.02269204,95.71935435,Coconut,10-26-26,21
115,45,50,6.0,800.0,25.0,81.91668796060571,Cotton,Magnesium Sulphate,5
106,40,30,6.779984384,122.6847408,23.42611644,64.10651528,Coffee,Urea,2
75,35,25,7.0,500.0,30.0,82.10135364544851,Urad,Urea,2
28,65,23,7.405176138,74.24459122,28.38686534,61.88871127,Blackgram,Chilated Micronutrient,11
145,70,70,7.5,1200.0,30.0,48.1747379082106,Sugarcane,Urea,2
110,60,45,7.0,1200.0,35.0,42.1607384058706,Rice,Urea,2
115,50,45,6.5,700.0,20.0,70.85047226319548,Wheat,Urea,2
120,65,140,6.5,900.0,30.0,78.49684898507184,Sugarcane,Urea,2
90,60,100,7.5,1200.0,20.0,50.462414541182206,Sugarcane,MOP,3
10,29,8,6.715267006425881,819.1890095280302,28.0,54.0,Paddy,14-35-14,17
25,40,20,7.0,500.0,25.0,69.15739971776509,Groundnut,Chilated Micronutrient,11
140,70,70,7.5,1200.0,30.0,77.86678738408223,Sugarcane,Urea,2
125,65,60,6.0,500.0,25.0,49.35350692518454,Maize,MOP,3
100,80,50,7.5,600.0,20.0,65.36731457467026,Wheat,Urea,2
117,43,25,7.839849298,69.31153566,24.68854799,78.51206972,Cotton,Urea,2
29,77,75,7.778591618,72.9446671,17.50361137,15.48083156,ChickPea,DAP,0
140,80,40,7.5,600.0,20.0,64.92955803809402,Maize,SSP,1
27,76,83,6.289614016,89.61857826,19.12829388,14.92241479,ChickPea,12:32:16 NPK,7
86,6,53,6.921847888,42.10681516,25.92030221,83.47202566,Watermelon,Urea,2
125,50,65,6.5,800.0,25.0,54.05815679977542,Cotton,Magnesium Sulphate,5
140,70,60,6.0,500.0,20.0,62.38798565862662,Maize,MOP,3
35,30,35,5.5,700.0,25.0,48.54169926359345,Rice,50:26:26 NPK,16
95,50,40,6.5,600.0,20.0,72.87464741003603,Wheat,19:19:19 NPK,6
9,25,41,5.972714857,109.2853418,24.81530144,91.90842992,Pomegranate,10:26:26 NPK,4
86,76,54,5.926824754,90.10978128,29.3159075,80.11585705,Banana,Urea,2
70,60,45,7.0,800.0,25.0,81.25098536127834,Jowar,SSP,1
80,55,110,7.0,1400.0,30.0,44.26565781269615,Sugarcane,MOP,3
40,45,75,6.5,1000.0,35.0,41.32061370842996,Ginger,DAP,0
30,40,30,7.0,700.0,15.0,43.84159740661345,Gram,DAP,0
110,65,60,6.0,900.0,20.0,53.78687295057928,Wheat,Urea,2
85,50,115,6.5,1300.0,35.0,28.922674412561875,Sugarcane,Urea,2
33,58,24,5.269504214,108.6333046,35.45790488,68.75810535,PigeonPeas,Urea,2
25,130,197,5.554831977,74.91506217,39.70772192,82.68593454,Grapes,Magnesium Sulphate,5
120,45,40,6.5,800.0,15.0,63.46799519077496,Wheat,Urea,2
120,60,60,6.0,700.0,30.0,79.83605901693599,Maize,SSP,1
94,26,27,7.456460375,177.3176161,26.36629861,52.25738495,Coffee,Urea,2
125,75,70,8.0,1200.0,35.0,36.63271454548644,Sugarcane,MOP,3
130,60,125,6.5,1300.0,35.0,32.41910445385971,Sugarcane,MOP,3
120,50,55,7.5,600.0,20.0,51.355386822130164,Wheat,19:19:19 NPK,6
125,85,150,6.0,900.0,20.0,59.26669098069946,Sugarcane,DAP,0
135,75,95,7.0,800.0,20.0,71.04670173541564,Sugarcane,DAP,0
75,60,45,7.0,900.0,20.0,52.2926998610758,Wheat,Urea,2
110,55,50,7.0,800.0,15.0,51.33532812560979,Wheat,Urea,2
110,50,45,7.0,1400.0,30.0,81.35637607668777,Rice,Urea,2
40,20,30,6.5,500.0,25.0,59.879295931601476,Groundnut,Chilated Micronutrient,11
150,65,140,6.5,900.0,30.0,53.08316810668972,Sugarcane,Urea,2
58,66,79,8.718192847,93.55280105,20.99373558,19.33470387,ChickPea,DAP,0
114,27,48,6.528404378,26.32405487,27.82054812,93.03555162,Muskmelon,Magnesium Sulphate,5
65,40,30,7.5,600.0,25.0,64.78478978771555,Urad,Urea,2
14,75,24,6.436160044,118.3606557,24.54757829,57.3414485,PigeonPeas,SSP,1
95,55,110,7.0,1400.0,30.0,75.78283714634844,Sugarcane,MOP,3
140,65,60,6.0,500.0,25.0,70.24930697702676,Maize,MOP,3
41,69,82,6.715587232,68.97806542,20.02381489,16.63294455,ChickPea,12:32:16 NPK,7
130,80,130,6.5,1300.0,25.0,71.85844818349747,Sugarcane,Urea,2
75,60,45,6.0,800.0,25.0,53.720137394656376,Jowar,Urea,2
55,40,75,5.5,1000.0,35.0,32.464494916988656,Ginger,Urea,2
135,75,80,7.0,800.0,25.0,78.94408731189225,Sugarcane,MOP,3
17,29,26,6.071897347,195.4115025,26.14162144,93.28415295,Coconut,Chilated Micronutrient,11
85,55,110,7.0,1400.0,30.0,50.62356491138485,Sugarcane,MOP,3
60,60,55,6.0,500.0,15.0,48.3582826511951,Wheat,19:19:19 NPK,6
60,40,25,6.5,700.0,35.0,59.05023653404086,Tur,SSP,1
30,40,30,6.0,700.0,25.0,74.05224322431681,Gram,DAP,0
140,60,70,6.0,900.0,30.0,46.69287834442444,Cotton,DAP,0
60,45,75,6.5,1000.0,35.0,39.49113086747465,Ginger,DAP,0
87,28,30,6.536676653,168.8383605,25.60153969,68.66257977,Coffee,SSP,1
116,81,55,5.915546415,95.12322062,26.42313317,83.6995044,Banana,19:19:19 NPK,6
32,145,203,6.406818518,109.5966791,23.83053666,90.84422164,Apple,Ferrous Sulphate,8
120,40,65,6.5,800.0,25.0,59.484112213483925,Cotton,13:32:26 NPK,18
130,65,150,6.0,900.0,20.0,63.403661756952786,Sugarcane,MOP,3
60,55,40,6.5,900.0,30.0,78.06973019136997,Jowar,SSP,1
28,27,34,6.526654345,95.04871605,32.45465292,50.69693751,Mango,Urea,2
45,20,35,7.5,400.0,25.0,52.717883698606556,Jowar,10:26:26 NPK,4
120,45,70,7.0,900.0,30.0,53.56980994084394,Cotton,13:32:26 NPK,18
115,40,40,6.0,800.0,15.0,57.62565755506999,Wheat,19:19:19 NPK,6
50,55,16,7.581442888,62.26242533,28.81460716,65.33538112,Blackgram,SSP,1
100,50,45,6.5,700.0,20.0,81.45046748273444,Wheat,Urea,2
18,55,23,6.98571967,136.8274312,21.9989826,56.31006755,PigeonPeas,Chilated Micronutrient,11
80,55,50,7.5,600.0,20.0,63.472690931630254,Wheat,Urea,2
65,40,50,7.0,600.0,20.0,43.88285426006039,Wheat,19:19:19 NPK,6
8,23,44,7.130837931,108.4758509,18.47412402,89.68919664,Pomegranate,Urea,2
31,29,35,6.137102505,141.3220576,27.1872282,92.19906776,Coconut,Urea,2
105,65,60,6.0,900.0,30.0,53.16491178310229,Cotton,DAP,0
13,69,19,5.86390397,115.199245,17.30844532,20.01730914,KidneyBeans,DAP,0
125,80,65,8.5,1200.0,30.0,76.95458616197486,Sugarcane,MOP,3
45,25,20,7.5,600.0,30.0,46.200369218275526,Jowar,10:26:26 NPK,4
88,38,15,6.455116637,62.49190812,25.08239719,65.92195844,Maize,Urea,2
48,62,15,7.538631462,65.81655892,25.36586097,66.6379724,Blackgram,Urea,2
110,65,60,6.0,900.0,30.0,79.10168830604843,Cotton,DAP,0
105,95,50,5.849076099,101.0494791,27.33368994,83.67675197,Banana,19:19:19 NPK,6
50,60,45,7.0,900.0,30.0,70.77931708784195,Turmeric,White Potash,19
135,60,145,7.0,1000.0,35.0,47.89133340147423,Sugarcane,MOP,3
130,55,70,7.0,900.0,30.0,67.60957712113847,Cotton,Magnesium Sulphate,5
50,55,65,5.5,900.0,30.0,73.36688223162217,Ginger,Urea,2
150,75,50,7.5,700.0,30.0,47.64125621428142,Maize,SSP,1
125,45,75,6.5,1000.0,35.0,46.69312703120053,Cotton,Magnesium Sulphate,5
14,67,15,5.690065688,139.2921004,19.56376468,24.67385131,KidneyBeans,Urea,2
45,20,30,5.5,300.0,20.0,51.96717585128723,Tur,SSP,1
70,30,35,6.0,700.0,25.0,79.64307924306834,Jowar,Urea,2
114,94,53,6.190757459,118.6858263,26.33544853,76.8532006,Banana,19:19:19 NPK,6
125,80,120,7.5,1200.0,30.0,51.39599026959519,Sugarcane,DAP,0
8,28,8,6.715267006425881,819.1890095280302,38.0,70.0,Wheat,14-35-14,17
30,30,20,6.0,800.0,20.0,71.90690227458191,Urad,Urea,2
40,58,75,7.168096055,89.60982451,18.59190771,14.77959596,ChickPea,DAP,0
100,60,55,6.0,700.0,25.0,59.30448910791843,Wheat,Urea,2
100,50,55,7.5,1100.0,30.0,67.46201264527792,Rice,50:26:26 NPK,16
14,21,35,6.121005506,194.3100272,29.52501367,91.91185319,Coconut,Urea,2
130,80,150,6.0,900.0,30.0,44.29401913227719,Sugarcane,MOP,3
120,70,60,8.5,600.0,20.0,51.211442224654085,Cotton,Magnesium Sulphate,5
120,65,65,8.0,600.0,15.0,45.90724957488844,Cotton,Magnesium Sulphate,5
6,13,29,5.832608028,201.8258633,27.31155708,99.96906006,Coconut,MOP,3
130,60,135,7.0,1400.0,30.0,68.24921487931024,Sugarcane,DAP,0
60,30,25,7.0,500.0,30.0,53.50818637912367,Jowar,Urea,2
80,60,45,7.0,700.0,25.0,70.07049626370447,Wheat,19:19:19 NPK,6
120,65,100,6.5,700.0,25.0,75.89277621171999,Sugarcane,DAP,0
129,47,20,6.281913858,98.60457373,24.41212325,80.80343786,Cotton,Urea,2
66,47,36,6.57256106,175.572958,24.85441411,74.4407048,Jute,Urea,2
125,70,100,6.5,700.0,20.0,71.93987684127646,Sugarcane,MOP,3
99,12,52,6.002927293,22.21807088,28.69708334,94.30759855,Muskmelon,12:32:16 NPK,7
9,10,0,6.715267006425881,819.1890095280302,25.0,50.0,Cotton,20-20,10
145,60,125,6.5,1300.0,35.0,54.901861059649825,Sugarcane,MOP,3
80,55,50,7.5,600.0,30.0,79.70960033890739,Wheat,19:19:19 NPK,6
105,74,45,6.098369122,119.218154,25.14517635,81.38204104,Banana,19:19:19 NPK,6
70,35,30,6.5,800.0,30.0,45.88056390137082,Jowar,SSP,1
30,50,20,7.0,800.0,35.0,36.64594589197867,Gram,MOP,3
105,50,60,5.5,700.0,35.0,41.13720621705995,Rice,Urea,2
135,80,150,6.0,900.0,30.0,78.57649630311695,Sugarcane,MOP,3
85,45,55,7.5,1500.0,35.0,41.71302903032619,Rice,Urea,2
25,30,40,7.0,700.0,30.0,67.44328280434087,Jowar,Urea,2
32,78,22,7.007037515,53.40906048,23.97081395,62.35557553,Lentil,Chilated Micronutrient,11
25,50,35,7.5,700.0,30.0,48.58002344056666,Groundnut,SSP,1
120,70,40,6.5,1000.0,25.0,51.85777688830769,Wheat,Urea,2
80,35,20,6.5,600.0,30.0,73.82670673793712,Moong,SSP,1
100,60,120,6.5,800.0,20.0,54.98922962811792,Grapes,10:10:10 NPK,9
105,55,60,6.0,800.0,35.0,31.221395450794915,Rice,50:26:26 NPK,16
120,60,50,6.0,1000.0,35.0,21.1942888274772,Cotton,DAP,0
59,47,53,6.850663232,47.271547,32.86316618,91.4618874,Papaya,Urea,2
45,30,30,7.0,600.0,35.0,57.98382990929552,Jowar,10:26:26 NPK,4
115,65,45,6.5,900.0,30.0,67.45818815141092,Cotton,12:32:16 NPK,7
29,68,23,5.82738029,116.7324324,24.1638445,19.27907819,KidneyBeans,SSP,1
120,60,50,7.0,900.0,20.0,60.03732758453326,Wheat,19:19:19 NPK,6
80,50,100,6.5,1000.0,20.0,81.76725138703569,Sugarcane,Urea,2
55,40,25,6.5,700.0,35.0,36.935489751623244,Tur,SSP,1
30,25,25,6.5,600.0,30.0,74.14321681525203,Tur,Urea,2
40,30,35,7.0,700.0,25.0,79.31795338684317,Jowar,SSP,1
65,45,60,6.0,800.0,25.0,77.83566154648811,Jowar,10:26:26 NPK,4
60,45,60,5.5,1000.0,25.0,71.0893963251134,Ginger,Ammonium Sulphate,14
34,59,23,6.935804256,56.48265193,28.56212158,83.24855855,MungBean,SSP,1
85,45,140,6.0,700.0,25.0,73.52895439490005,Grapes,Ferrous Sulphate,8
50,30,40,6.0,700.0,25.0,47.37639516676888,Jowar,SSP,1
55,35,35,7.5,400.0,25.0,52.87518057326926,Jowar,10:26:26 NPK,4
35,20,40,6.0,900.0,25.0,64.77281993248045,Rice,50:26:26 NPK,16
13,61,24,7.629910253,49.39111479,18.29783597,69.6897615,Lentil,Chilated Micronutrient,11
95,55,105,7.0,1100.0,25.0,60.209929746099334,Sugarcane,Urea,2
130,65,125,6.5,1000.0,25.0,66.57042816732638,Sugarcane,Urea,2
12,42,0,6.715267006425881,819.1890095280302,30.0,60.0,Barley,DAP,0
75,55,55,7.5,500.0,15.0,54.98812977244663,Wheat,19:19:19 NPK,6
130,85,120,6.5,1000.0,35.0,25.889984280942812,Sugarcane,MOP,3
105,20,50,7.5,1000.0,25.0,70.32989992022708,Cotton,12:32:16 NPK,7
130,80,150,7.0,1400.0,30.0,46.7844627080659,Sugarcane,MOP,3
125,60,125,6.5,1000.0,35.0,51.03609947760275,Sugarcane,DAP,0
120,65,80,8.0,500.0,15.0,44.24460799004619,Cotton,Magnesium Sulphate,5
150,60,50,5.5,500.0,25.0,79.49928599190697,Maize,Urea,2
140,90,135,6.5,900.0,30.0,49.627372591052975,Sugarcane,DAP,0
20,68,17,6.578714843,71.72980375,30.11873003,60.11680815,Blackgram,SSP,1
35,68,45,6.612429546,234.8466111,42.93605359,90.09448142,Papaya,Urea,2
98,8,51,6.25933595,49.43050977,26.1793464,86.52258079,Watermelon,Magnesium Sulphate,5
85,55,40,6.5,800.0,15.0,81.11646243120394,Wheat,Urea,2
130,70,55,7.5,600.0,25.0,56.635151363168944,Maize,SSP,1
11,143,197,5.875718516,122.1952483,22.98458907,93.3204487,Apple,Ferrous Sulphate,8
30,40,30,6.0,800.0,25.0,59.1755763917421,Groundnut,Chilated Micronutrient,11
150,80,60,6.0,600.0,25.0,50.501383920715114,Maize,Urea,2
75,60,45,7.0,500.0,25.0,68.43637323498596,Wheat,19:19:19 NPK,6
115,55,55,7.5,800.0,15.0,59.59840402591104,Wheat,Urea,2
145,60,125,6.5,1000.0,35.0,57.896365981998365,Sugarcane,DAP,0
110,60,60,7.5,500.0,10.0,52.41301555047753,Cotton,Magnesium Sulphate,5
24,128,196,5.521466996,110.4317855,22.75088787,90.69489172,Apple,Ferrous Sulphate,8
150,80,85,6.5,700.0,30.0,82.1519157498214,Sugarcane,MOP,3
70,50,45,7.0,500.0,25.0,72.75134869550638,Wheat,19:19:19 NPK,6
108,72,46,6.110844721,90.94554618,25.16278237,84.97849241,Banana,19:19:19 NPK,6
150,70,120,6.5,1000.0,25.0,44.67887125322254,Sugarcane,MOP,3
115,60,80,8.5,500.0,10.0,78.63911788314455,Cotton,DAP,0
140,70,120,6.5,1000.0,25.0,65.54138876674207,Sugarcane,MOP,3
145,70,120,7.0,1100.0,35.0,23.262864457577876,Sugarcane,Urea,2
30,35,25,6.5,600.0,30.0,63.79038845403858,Groundnut,Chilated Micronutrient,11
140,60,95,7.0,800.0,20.0,63.808983622466336,Sugarcane,DAP,0
35,45,20,7.5,800.0,20.0,57.028486568361096,Gram,DAP,0
70,45,55,7.5,700.0,25.0,60.40818869665295,Wheat,19:19:19 NPK,6
130,65,85,7.0,800.0,25.0,42.67207276955161,Sugarcane,DAP,0
25,30,20,5.5,700.0,25.0,49.332803940745606,Groundnut,Chilated Micronutrient,11
18,125,203,6.160267496,102.5565807,22.44307715,91.59234006,Apple,Urea,2
125,45,50,6.0,800.0,25.0,65.15747045033234,Cotton,Magnesium Sulphate,5
40,35,20,6.5,500.0,30.0,54.7120325063132,Jowar,SSP,1
57,58,77,7.978996755,81.20176515,18.72649425,17.58406365,ChickPea,DAP,0
145,90,150,6.0,900.0,30.0,67.82460264624675,Sugarcane,Urea,2
36,55,20,6.635968698,55.296354,27.01470397,84.34262707,MungBean,Urea,2
100,40,45,6.0,900.0,20.0,81.70220594889825,Wheat,Urea,2
86,95,49,6.458714879,108.3957179,28.05484146,78.04602887,Banana,19:19:19 NPK,6
120,48,16,7.456971816,71.85436078,22.46054478,75.40989245,Cotton,Urea,2
140,50,65,6.5,800.0,25.0,58.90707133680644,Cotton,Magnesium Sulphate,5
26,11,11,7.609348255,106.2944879,13.70319166,90.95589386,Orange,Urea,2
115,65,65,7.5,1000.0,35.0,50.98647094112431,Cotton,12:32:16 NPK,7
103,42,17,6.527541661,81.05902285,24.29470232,84.61527627,Cotton,Urea,2
50,35,35,6.5,800.0,30.0,59.667283795653354,Jowar,10:26:26 NPK,4
110,55,70,7.0,900.0,30.0,42.88328506892753,Cotton,Magnesium Sulphate,5
140,75,120,6.5,1000.0,35.0,38.365340920425936,Sugarcane,DAP,0
10,5,5,7.817846496,112.9834361,21.21306973,91.35349216,Orange,Urea,2
33,73,23,5.985792703,103.3301803,29.23540524,59.38967583,PigeonPeas,Urea,2
115,45,75,6.5,1000.0,35.0,21.871327664620125,Cotton,Magnesium Sulphate,5
60,40,30,7.0,900.0,35.0,21.957313111190082,Jowar,Urea,2
37,0,0,6.715267006425881,819.1890095280302,27.0,53.0,Oil seeds,Urea,2
135,60,40,5.5,500.0,20.0,63.24731269018075,Maize,MOP,3
8,6,33,6.095261013,171.9457959,28.27804288,93.64761266,Coconut,Urea,2
34,48,48,6.805277038,181.527598,41.04224355,91.37258067,Papaya,Urea,2
97,29,27,7.205078785,139.8619431,27.74576987,54.36976075,Coffee,SSP,1
65,40,45,6.5,900.0,30.0,63.86423930018486,Jowar,Urea,2
35,20,30,6.0,700.0,25.0,80.524790541557,Rice,Urea,2
145,70,55,7.5,600.0,25.0,43.14320497599392,Maize,SSP,1
85,60,125,7.0,700.0,30.0,53.14829780001918,Grapes,Hydrated Lime,20
120,60,60,6.5,1000.0,20.0,58.874589744859215,Sugarcane,Urea,2
55,67,16,6.596719015,70.27184748,34.37329112,69.69366426,Blackgram,Urea,2
116,52,19,6.114525877,67.08022574,22.94276687,75.37170612,Cotton,Urea,2
50,40,20,7.0,400.0,30.0,76.2184894342435,Soybean,20:20:20 NPK,15
135,65,95,7.0,800.0,30.0,80.16888708540168,Sugarcane,MOP,3
115,70,65,6.5,1000.0,35.0,46.052651500519595,Cotton,DAP,0
90,40,120,6.0,700.0,20.0,50.73551439441157,Grapes,Ferrous Sulphate,8
30,20,50,5.5,1500.0,20.0,76.34791443734359,Turmeric,White Potash,19
85,40,120,6.0,700.0,20.0,68.56173365383843,Grapes,Ferrous Sulphate,8
95,60,140,6.0,700.0,25.0,44.870276684514415,Grapes,Ferrous Sulphate,8
110,65,75,8.5,600.0,15.0,62.93517437325099,Cotton,12:32:16 NPK,7
100,20,50,7.5,1000.0,25.0,63.37742004407561,Cotton,12:32:16 NPK,7
100,60,40,6.0,500.0,15.0,59.32341374504277,Wheat,19:19:19 NPK,6
70,35,25,6.5,600.0,30.0,47.55030914218955,Moong,MOP,3
82,78,46,5.738678895,110.4408803,25.05802193,84.97323747,Banana,19:19:19 NPK,6
30,10,5,6.0,600.0,25.0,80.34410765862114,Moong,MOP,3
11,10,45,6.397995609,109.0357597,22.63045168,88.45577158,Pomegranate,Urea,2
120,60,145,7.5,1500.0,25.0,75.93392683462758,Sugarcane,Urea,2
95,52,36,5.543360238,286.5083725,26.22916897,83.83625819,Rice,Urea,2
75,45,60,6.0,500.0,15.0,57.08892333265946,Wheat,19:19:19 NPK,6
117,25,53,6.413927319,24.52020164,29.11858526,92.12543021,Muskmelon,12:32:16 NPK,7
140,65,50,7.0,500.0,20.0,43.063730502512996,Maize,SSP,1
60,55,45,7.0,500.0,25.0,80.06733385267806,Wheat,Urea,2
70,55,55,7.5,600.0,30.0,67.56154290824915,Wheat,19:19:19 NPK,6
130,75,75,8.0,1000.0,35.0,28.53115021609731,Sugarcane,Urea,2
135,70,120,6.5,1000.0,25.0,53.681278070976575,Sugarcane,MOP,3
